Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Heart failure	C0018801	MIR199A1	406976	0.02	Biomarker		BEFREE	"MiR-103 [area under the curve (AUC) = 0.642, P = 0.007], miR-142-3p (AUC = 0.668, P = 0.002), <span class=""gene"" id=""23696613-7-94-105"">miR-199a-3p</span> (AUC = 0.668, P = 0.002), miR-23a (AUC = 0.637, P = 0.010), miR-27b (AUC = 0.642, P = 0.008), miR-324-5p (AUC = 0.621, P = 0.023), and miR-342-3p (AUC = 0.644, P = 0.007) were associated with <span class=""disease"" id=""23696613-7-298-300"">HF</span> diagnosis in regression and receiver operating characteristic (ROC) analyses."	23696613.0	2014.0
Heart failure	C0018801	ATM	472	0.03	AlteredExpression		BEFREE	"It may underlie the decrease in <span class=""gene"" id=""9302352-12-32-35"">AT1</span> protein expression in human <span class=""disease"" id=""9302352-12-64-77"">heart failure</span>."	9302352.0	1997.0
Heart failure	C0018801	EDNRB	1910	0.33	AlteredExpression		LHGDN	Endothelin <span class=gene id=14729387>ETB</span> receptor mRNA levels are significantly higher in arteries from patients with ischemic heart disease as compared to congestive <span class=disease id=14729387>heart failure</span> and controls.	14729387.0	2004.0
Heart failure	C0018801	ANGPT1	284	0.02	Biomarker		BEFREE	"<span class=""gene"" id=""26224885-8-0-5"">Ang 1</span>-7 (24 µg/kg/h) administered to ACE2KO-HFD mice resulted in ameliorated EAT inflammation and reduced cardiac steatosis and lipotoxicity, resulting in normalization of <span class=""disease"" id=""26224885-8-172-185"">heart failure</span>."	26224885.0	2016.0
Heart failure	C0018801	PLN	5350	0.3	GeneticVariation		BEFREE	"In contrast, transgenic mice that express an inducible Galpha q mutant that cannot activate phospholipase Cbeta (PLCbeta) do <span class=""negexp"">not develop</span> <span class=""disease"" id=""16210321-8-137-150"">heart failure</span> or changes in <span class=""gene"" id=""16210321-8-165-168"">PLB</span> phosphorylation, but do show decreased L-type Ca2+ current density."	16210321.0	2006.0
Heart failure	C0018801	IGF1	3479	0.28	Biomarker		BEFREE	"We conclude that gene transfer of <span class=""gene"" id=""12505877-7-34-39"">IGF-I</span> and IGF-II is a plausible strategy for the local delivery of IGFs to treat ischemic heart disease and <span class=""disease"" id=""12505877-7-142-155"">heart failure</span> by stimulating angiogenesis and protecting cardiomyocytes from cell death."	12505877.0	2003.0
Heart failure	C0018801	CHGA	1113	0.02	Biomarker		BEFREE	"These findings suggest that circulating CgA could help regulate the endothelial barrier function and to protect vessels against TNF-induced plasma leakage in pathological conditions characterized by increased production of TNF and <span class=""gene"" id=""14734634-8-231-234"">CgA</span>, such as cancer or <span class=""disease"" id=""14734634-8-254-267"">heart failure</span>."	14734634.0	2004.0
Heart failure	C0018801	HDAC4	9759	0.02	Biomarker		BEFREE	"We conclude that <span class=""gene"" id=""23434587-8-17-22"">HDAC4</span> plays a central role for rapid modifications of histone methylation in response to variations in cardiac load and may represent a target for pharmacological interventions to prevent maladaptive remodeling in patients with <span class=""disease"" id=""23434587-8-245-258"">heart failure</span>."	23434587.0	2013.0
Heart failure	C0018801	ALMS1	7840	0.1	Biomarker		HPO			
Heart failure	C0018801	IL6	3569	0.6	AlteredExpression		BEFREE	"The role of inflammatory signaling is discussed and TLR4 signaling, IL-1β, TNFα and <span class=""gene"" id=""21503626-5-84-88"">IL-6</span> expression appears to coincide with the development of <span class=""disease"" id=""21503626-5-144-157"">heart failure</span>."	21503626.0	2012.0
Heart failure	C0018801	EDNRB	1910	0.33	Biomarker		BEFREE	"Myocardial expression of endothelin-1 (ET-1) and its receptors ET(A) and <span class=""gene"" id=""14718401-1-73-77"">ET(B</span>) is increased in <span class=""disease"" id=""14718401-1-95-108"">heart failure</span>."	14718401.0	2004.0
Heart failure	C0018801	RYR2	6262	0.3	PosttranslationalModification		BEFREE	"Role of <span class=""gene"" id=""22511749-0-8-12"">RyR2</span> phosphorylation at S2814 during <span class=""disease"" id=""22511749-0-45-58"">heart failure</span> progression."	22511749.0	2012.0
Heart failure	C0018801	NPPB	4879	0.6	AlteredExpression		BEFREE	"Brain natriuretic peptide (<span class=""gene"" id=""11230322-1-27-30"">BNP</span>) gene expression accompanies cardiac hypertrophy and <span class=""disease"" id=""11230322-1-84-97"">heart failure</span>."	11230322.0	2001.0
Heart failure	C0018801	TRPC6	7225	0.02	AlteredExpression		BEFREE	"Cardiac-specific overexpression of <span class=""gene"" id=""17099778-7-35-40"">TRPC6</span> in transgenic mice resulted in heightened sensitivity to stress, a propensity for lethal cardiac growth and <span class=""disease"" id=""17099778-7-149-162"">heart failure</span>, and an increase in NFAT-dependent expression of beta-myosin heavy chain, a sensitive marker for pathologic hypertrophy."	17099778.0	2007.0
Heart failure	C0018801	PPARG	5468	0.34	AlteredExpression		BEFREE	"<span class=""gene"" id=""22879581-2-0-44"">Peroxisome proliferator activated receptor-γ</span> agonists present angiogenic activity in vitro; however, systemic administration of <span class=""gene"" id=""22879581-2-128-172"">peroxisome proliferator-activated receptor-γ</span> agonists is hampered by its side effects, including <span class=""disease"" id=""22879581-2-225-238"">heart failure</span>."	22879581.0	2013.0
Heart failure	C0018801	MSTN	2660	0.51	Biomarker		RGD	"Myocardial <span class=""gene"" id=""16968467-13-11-20"">myostatin</span> mRNA and protein expression were up-regulated in the rat model of volume-overload <span class=""disease"" id=""16968467-13-103-116"">heart failure</span>."	16968467.0	2007.0
Heart failure	C0018801	REN	5972	0.4	GeneticVariation		BEFREE	"Additionally, a gene polymorphism of the <span class=""gene"" id=""23907713-4-41-46"">renin</span>-angiotensin system in development of <span class=""disease"" id=""23907713-4-84-97"">heart failure</span> was identified as a modifier gene."	23907713.0	2014.0
Heart failure	C0018801	MAPK14	1432	0.03	AlteredExpression		LHGDN	in patients with rheumatic heart disease and heart failure p38MAPK activity was elevated in class IV patients compared to those in classes II and III	18095520.0	2007.0
Heart failure	C0018801	AGTR2	186	0.22	Biomarker		RGD	"Imbalance of angiotensin type 1 receptor and <span class=""gene"" id=""18768398-0-45-75"">angiotensin II type 2 receptor</span> in the rostral ventrolateral medulla: potential mechanism for sympathetic overactivity in <span class=""disease"" id=""18768398-0-166-179"">heart failure</span>."	18768398.0	2008.0
Heart failure	C0018801	XBP1	7494	0.02	AlteredExpression		BEFREE	"Markers of UPR [binding immunoglobulin protein (BiP), phosphorylated (P-) eukaryotic initiation factor (eIF2α), and X-box binding protein (<span class=""gene"" id=""26055788-6-139-143"">XBP1</span>)] were significantly increased in <span class=""disease"" id=""26055788-6-178-180"">HF</span>, whereas LVAD support significantly decreased BiP, P-eIF2α, and <span class=""gene"" id=""26055788-6-245-249"">XBP1</span>s levels."	26055788.0	2015.0
Heart failure	C0018801	TF	7018	0.1	Biomarker		HPO			
Heart failure	C0018801	IL17A	3605	0.2	Biomarker		RGD	"<span class=""gene"" id=""19527710-0-0-5"">IL-17</span> induces myocardial fibrosis and enhances RANKL/OPG and MMP/TIMP signaling in isoproterenol-induced <span class=""disease"" id=""19527710-0-105-118"">heart failure</span>."	19527710.0	2009.0
Heart failure	C0018801	PRDM16	63976	0.11	Biomarker		BEFREE	"<span class=""gene"" id=""25035420-5-0-6"">PRDM16</span> was recently identified as a causative gene of left ventricular non-compaction and dilated cardiomyopathy in 1p36 deletion syndrome, which is characterized by <span class=""disease"" id=""25035420-5-166-179"">heart failure</span>, arrhythmia and sudden cardiac death."	25035420.0	2015.0
Heart failure	C0018801	NOS2	4843	0.35	Biomarker		CTD_human	"<span class=""gene"" id=""19168511-9-0-3"">NOS</span> inhibition by L-NAME increased basal frequency and attenuated the positive chronotropic effect of beta-adrenergic stimulation in the <span class=""disease"" id=""19168511-9-137-139"">HF</span> group (P&lt;0.05)."	19168511.0	2009.0
Heart failure	C0018801	CRMP1	1400	0.01	Biomarker		BEFREE	"<span class=""gene"" id=""26915633-0-0-4"">Drp1</span>-Dependent Mitochondrial Autophagy Plays a Protective Role Against Pressure Overload-Induced Mitochondrial Dysfunction and <span class=""disease"" id=""26915633-0-127-140"">Heart Failure</span>."	26915633.0	2016.0
Heart failure	C0018801	JARID2	3720	0.01	AlteredExpression		BEFREE	"We identified changes in Jumonji (<span class=""gene"" id=""18805276-1-34-40"">JARID2</span>) expression in failing human hearts and determined its effects on expressions of atrial natriuretic factor (ANF), myosin light chain 2a (MLC2A), and alpha myosin heavy chain (MHCA), genes associated with both human <span class=""disease"" id=""18805276-1-256-269"">heart failure</span> and the fetal gene program."	18805276.0	2008.0
Heart failure	C0018801	SOD2	6648	0.51	Biomarker		CTD_human	Deprivation of MKK7 in cardiomyocytes provokes heart failure in mice when exposed to pressure overload.	21284947.0	2011.0
Heart failure	C0018801	ALAS2	212	0.02	AlteredExpression		BEFREE	"To determine the causative role of increased heme in the development of <span class=""disease"" id=""26231844-5-72-85"">heart failure</span>, we generated transgenic mice with cardiac-specific overexpression of <span class=""gene"" id=""26231844-5-156-161"">ALAS2</span>."	26231844.0	2016.0
Heart failure	C0018801	HAMP	57817	0.1	Biomarker		HPO			
Heart failure	C0018801	NR3C2	4306	0.4	Biomarker		BEFREE	"Moreover, pharmacological-specific blockade of <span class=""gene"" id=""25564371-9-47-73"">mineralocorticoid receptor</span> by eplerenone inhibited endothelial cell proliferation in a preclinical model of <span class=""disease"" id=""25564371-9-155-168"">heart failure</span> (transverse aortic constriction)."	25564371.0	2016.0
Heart failure	C0018801	ALAS2	212	0.02	AlteredExpression		BEFREE	"The rate-limiting enzyme in heme synthesis, delta-aminolevulinic acid synthase 2 (<span class=""gene"" id=""23500306-9-82-87"">ALAS2</span>), was significantly upregulated in <span class=""disease"" id=""23500306-9-123-125"">HF</span>."	23500306.0	2013.0
Heart failure	C0018801	PLN	5350	0.3	GeneticVariation		BEFREE	"These results support the development of the <span class=""gene"" id=""22828502-6-45-48"">PLN</span> repressor as therapy for <span class=""disease"" id=""22828502-6-74-87"">heart failure</span>, and provide evidence that delivery of engineered ZFP TFs to native organs can drive therapeutically relevant levels of gene repression in vivo."	22828502.0	2013.0
Heart failure	C0018801	LIPC	3990	0.1	GeneticVariation		GWASCAT	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	27790247.0	2016.0
Heart failure	C0018801	APLNR	187	0.07	GeneticVariation		BEFREE	"Lactation Is a Risk Factor of Postpartum <span class=""disease"" id=""27033703-0-41-54"">Heart Failure</span> in Mice with Cardiomyocyte-specific <span class=""gene"" id=""27033703-0-91-106"">Apelin Receptor</span> (<span class=""gene"" id=""27033703-0-108-111"">APJ</span>) Overexpression."	27033703.0	2016.0
Heart failure	C0018801	FLNC	2318	0.1	Biomarker		HPO			
Heart failure	C0018801	RAB1A	5861	0.01	AlteredExpression		BEFREE	"In multiple independent mouse lines, <span class=""gene"" id=""11739277-4-37-42"">Rab1a</span> overexpression caused cardiac hypertrophy that progressed in a time- and transgene dose-dependent manner to <span class=""disease"" id=""11739277-4-151-164"">heart failure</span>."	11739277.0	2002.0
Heart failure	C0018801	ADRB2	154	0.3	Biomarker		RGD	"Thus, the redistribution of <span class=""gene"" id=""20185685-5-28-37"">beta(2)AR</span>s in <span class=""disease"" id=""20185685-5-42-55"">heart failure</span> changes compartmentation of cAMP and might contribute to the failing myocardial phenotype."	20185685.0	2010.0
Heart failure	C0018801	S100A1	6271	0.1	AlteredExpression		BEFREE	"Given that deregulated <span class=""gene"" id=""19538970-7-23-29"">S100A1</span> expression in cardiomyocytes and endothelial cells has recently been linked to <span class=""disease"" id=""19538970-7-109-122"">heart failure</span> and hypertension, it is arguably a molecular target of considerable clinical interest as <span class=""gene"" id=""19538970-7-212-218"">S100A1</span> targeted therapies have already been successfully investigated in preclinical translational studies."	19538970.0	2009.0
Heart failure	C0018801	IL6	3569	0.6	AlteredExpression		BEFREE	"In contrast, it has been reported that elevated serum levels of <span class=""gene"" id=""18246092-4-64-68"">IL-6</span> cytokines and gp130 proteins are strong prognostic markers for morbidity and mortality in patients with <span class=""disease"" id=""18246092-4-173-186"">heart failure</span> or after myocardial infarction."	18246092.0	2008.0
Heart failure	C0018801	ACE	1636	0.6	Biomarker		BEFREE	"Blockade of the renin-angiotensin-aldosterone system (RAAS) with <span class=""gene"" id=""18351457-1-65-68"">ACE</span> inhibitors has been a cornerstone of <span class=""disease"" id=""18351457-1-106-119"">heart failure</span> therapy for over 15 years."	18351457.0	2010.0
Heart failure	C0018801	LOX	4015	0.04	Biomarker		BEFREE	"In addition, it will address the information related to the role of myocardial <span class=""gene"" id=""20472764-9-79-82"">LOX</span> in <span class=""disease"" id=""20472764-9-86-99"">heart failure</span> and the potential benefits of controlling its expression and function."	20472764.0	2010.0
Heart failure	C0018801	RBFOX1	54715	0.02	Biomarker		BEFREE	"This study underlines that tightly regulated splicing is necessary for unconstrained cardiac function and renders the splicing regulator <span class=""gene"" id=""26116573-6-137-143"">rbfox1</span> an interesting target for investigation in human <span class=""disease"" id=""26116573-6-193-206"">heart failure</span> and cardiomyopathy."	26116573.0	2016.0
Heart failure	C0018801	MAPKAPK2	9261	0.01	Biomarker		BEFREE	"The correlation between decreased <span class=""gene"" id=""11448140-12-34-43"">MAPKAPK-2</span> phosphorylation and loss of active p38 MAPK in failing human myocytes suggests that decreases in the activation of p38 MAPK alpha, the predominant cardiac isoform, occur prior to end-stage <span class=""disease"" id=""11448140-12-233-246"">heart failure</span>."	11448140.0	2001.0
Heart failure	C0018801	SLC25A26	115286	0.1	Biomarker		HPO			
Heart failure	C0018801	AGTR1	185	0.6	Therapeutic		RGD	"The protective effects of telmisartan and losartan in ADR-induced <span class=""disease"" id=""21963897-8-66-79"">heart failure</span> may be partially due to regulation of circulating Ang-(1-7) and myocardial <span class=""gene"" id=""21963897-8-155-161"">AT(1)R</span> expression."	21963897.0	2012.0
Heart failure	C0018801	CDS1	1040	0.01	Biomarker		BEFREE	"Increases in <span class=""gene"" id=""19001357-12-13-18"">CDS-1</span>, PGPS, and MLCL AT suggest compensatory mechanisms during the development of <span class=""disease"" id=""19001357-12-96-98"">HF</span>."	19001357.0	2009.0
Heart failure	C0018801	DSP	1832	0.14	GeneticVariation		BEFREE	"<span class=""gene"" id=""25616645-6-0-11"">Desmoplakin</span> mutation carriers experienced more than four-fold occurrence of left ventricular dysfunction (40%) and <span class=""disease"" id=""25616645-6-115-117"">HF</span> (13%) than PKP2 carriers."	25616645.0	2015.0
Heart failure	C0018801	CALM3	808	0.09	AlteredExpression		BEFREE	"Decreased expression of <span class=""gene"" id=""8196073-0-24-34"">calmodulin</span> mRNA in human end-stage <span class=""disease"" id=""8196073-0-59-72"">heart failure</span>."	8196073.0	1994.0
Heart failure	C0018801	GRK5	2869	0.04	Biomarker		BEFREE	"Further, we will also present potential therapeutic strategies (i.e. small molecule inhibition, gene therapy) that may have potential in combating the deleterious effects of <span class=""gene"" id=""26829117-8-174-178"">GRK5</span> in <span class=""disease"" id=""26829117-8-182-184"">HF</span>."	26829117.0	2016.0
Heart failure	C0018801	IL1A	3552	0.01	AlteredExpression		BEFREE	"Patients with <span class=""disease"" id=""24531812-1-14-27"">heart failure</span> (<span class=""disease"" id=""24531812-1-29-31"">HF</span>) have enhanced systemic <span class=""gene"" id=""24531812-1-56-60"">IL-1</span> activity, and, in the experimental mouse model, <span class=""gene"" id=""24531812-1-109-113"">IL-1</span> induces left ventricular (LV) systolic dysfunction."	24531812.0	2014.0
Heart failure	C0018801	DPYD	1806	0.01	Biomarker		BEFREE	"These data suggest that expression of the genes encoding the cardiac <span class=""gene"" id=""1326001-10-69-72"">DHP</span> receptor and SR Ca(2+)-ATPase is reduced in the LV myocardium from patients with <span class=""disease"" id=""1326001-10-154-156"">HF</span>."	1326001.0	1992.0
Heart failure	C0018801	IL6	3569	0.6	AlteredExpression		BEFREE	"In the CRS1 group, the mRNA expression of <span class=""gene"" id=""26228789-8-42-46"">IL-6</span>, IL-18 and NGAL resulted significantly higher in TECs incubated with CRS1 plasma compared with those incubated with plasma from <span class=""disease"" id=""26228789-8-175-177"">HF</span> and CTR (p &lt; 0.01)."	26228789.0	2016.0
Heart failure	C0018801	SIRT1	23411	0.34	Biomarker		BEFREE	"The purpose of this study was to investigate the functional role of <span class=""gene"" id=""20089851-4-68-73"">SIRT1</span> in the heart and the potential use of <span class=""gene"" id=""20089851-4-112-117"">SIRT1</span> in therapy for <span class=""disease"" id=""20089851-4-133-146"">heart failure</span>."	20089851.0	2010.0
Heart failure	C0018801	REN	5972	0.4	Biomarker		BEFREE	"Activation of the <span class=""gene"" id=""11273991-1-18-23"">renin</span>-angiotensin and sympathetic nervous systems adversely affect <span class=""disease"" id=""11273991-1-85-98"">heart failure</span> progression."	11273991.0	2001.0
Heart failure	C0018801	RYR2	6262	0.3	PosttranslationalModification		BEFREE	"Our results also suggest that phosphorylation of <span class=""gene"" id=""16483256-11-49-53"">RyR2</span> at Ser-2030 may be an important event associated with altered Ca2+ handling and cardiac arrhythmia that is commonly observed in <span class=""disease"" id=""16483256-11-182-195"">heart failure</span> upon beta-adrenergic stimulation."	16483256.0	2006.0
Heart failure	C0018801	MMP1	4312	0.22	Biomarker		RGD	[Effects of yiqi huoxue compound combined with exercise therapy on MMP-1 and collagen type III expressions of cardiac muscle in chronic heart failure rats].	21866669.0	2013.0
Heart failure	C0018801	FSTL1	11167	0.01	AlteredExpression		BEFREE	"Real-time PCR revealed that <span class=""gene"" id=""18617621-4-28-33"">FSTL1</span> and FSTL3 expression was elevated in <span class=""disease"" id=""18617621-4-71-84"">heart failure</span> but returned to normal after recovery."	18617621.0	2009.0
Heart failure	C0018801	ADRB2	154	0.3	GeneticVariation		BEFREE	"Moreover, the Arg16Gln27 <span class=""gene"" id=""17916379-9-25-34"">beta-2 AR</span> haplotype might have some predictive value for poor outcome of <span class=""disease"" id=""17916379-9-98-111"">heart failure</span>."	17916379.0	2008.0
Heart failure	C0018801	ANKRD1	27063	0.03	AlteredExpression		BEFREE	"<span class=""gene"" id=""24709777-12-0-6"">ANKRD1</span> and RHOU mRNA levels were related with LV function which emphasizes their relevance in <span class=""disease"" id=""24709777-12-94-96"">HF</span>."	24709777.0	2014.0
Heart failure	C0018801	AGTR2	186	0.22	Biomarker		RGD	Regulation of angiotensin-(1-7) and angiotensin II type 1 receptor by telmisartan and losartan in adriamycin-induced rat heart failure.	21963897.0	2012.0
Heart failure	C0018801	ARRB1	408	0.21	ModifyingMutation		RGD	"Adrenal <span class=""gene"" id=""21232674-0-8-23"">beta-arrestin 1</span> inhibition in vivo attenuates post-myocardial infarction progression to <span class=""disease"" id=""21232674-0-96-109"">heart failure</span> and adverse remodeling via reduction of circulating aldosterone levels."	21232674.0	2011.0
Heart failure	C0018801	NPPB	4879	0.6	Biomarker		CTD_human	Direct comparison of B-type natriuretic peptide (BNP) and amino-terminal proBNP in a large population of patients with chronic and symptomatic heart failure: the Valsartan Heart Failure (Val-HeFT) data.	16777915.0	2006.0
Heart failure	C0018801	NFATC2	4773	0.01	Biomarker		BEFREE	"The present study investigated the effect of <span class=""disease"" id=""22363514-2-45-47"">HF</span> aetiology on Ca(+2) handling proteins and <span class=""gene"" id=""22363514-2-90-95"">NFAT1</span>, MEF2C and GATA4 (transcription factors) in the same cardiac tissue."	22363514.0	2012.0
Heart failure	C0018801	IGFBP4	3487	0.01	Biomarker		BEFREE	"In this review, summarizing the ""President's Distinguished Lecture Award"" of XX World Congress of International Society for Heart Research 2010 in Kyoto, Japan, we introduce recent our studies on HF, including 1) p53-induced suppression of Hif-1-induced angiogenesis as a novel mechanism of <span class=""disease"" id=""26829118-3-291-293"">HF</span>, 2) angiogenesis as a potential therapeutic strategy for <span class=""disease"" id=""26829118-3-351-353"">HF</span>, and 3) <span class=""gene"" id=""26829118-3-362-369"">IGFBP-4</span> as a novel factor for cardiomyogenesis by inhibiting canonical Wnt signaling."	26829118.0	2016.0
Heart failure	C0018801	NPPA	4878	0.59	AlteredExpression		BEFREE	"These data clearly indicate that the expression of the <span class=""gene"" id=""2521342-8-55-58"">ANP</span> gene in the ventricle is augmented in the failing heart in accordance with the severity of <span class=""disease"" id=""2521342-8-150-163"">heart failure</span>."	2521342.0	1989.0
Heart failure	C0018801	DSP	1832	0.14	GeneticVariation		BEFREE	"This novel homozygous truncating mutation in the isoform-1 specific region of the <span class=""gene"" id=""21789513-7-82-85"">DSP</span> C-terminus caused Carvajal syndrome comprising severe early-onset <span class=""disease"" id=""21789513-7-152-165"">heart failure</span> with features of non-compaction cardiomyopathy, woolly hair and an acantholytic form of palmoplantar keratoderma in our patient."	21789513.0	2012.0
Heart failure	C0018801	MMRN1	22915	0.02	Biomarker		BEFREE	"Fibroblasts play a pivotal role in cardiac remodeling and the development of <span class=""disease"" id=""21147120-1-77-90"">heart failure</span> through the deposition of extra-cellular matrix (<span class=""gene"" id=""21147120-1-140-143"">ECM</span>) proteins and also by affecting cardiomyocyte growth and function."	21147120.0	2012.0
Heart failure	C0018801	UTS2	10911	0.03	Biomarker		BEFREE	"<span class=""gene"" id=""19258379-1-0-12"">Urotensin II</span> (<span class=""gene"" id=""19258379-1-14-17"">UII</span>) and its receptor UT are involved in control of the cardiovascular system and are implicated in <span class=""disease"" id=""19258379-1-114-127"">heart failure</span>."	19258379.0	2009.0
Heart failure	C0018801	NOS3	4846	0.4	GeneticVariation		BEFREE	"<span class=""gene"" id=""25612295-2-0-33"">Endothelial nitric oxide synthase</span> (<span class=""gene"" id=""25612295-2-35-39"">eNOS</span>) <span class=""variant"" dbSNP=""rs1799983"" genes_norm=""4846"">Glu298Asp</span> single nucleotide polymorphism (SNP) genotype has been associated with a worse phenotype amongst patients with established <span class=""disease"" id=""25612295-2-174-187"">heart failure</span> and in patients with progression of their renal disease."	25612295.0	2015.0
Heart failure	C0018801	NPPA	4878	0.59	Biomarker		BEFREE	"The atrium is the major site of <span class=""gene"" id=""24599027-1-32-35"">ANP</span> synthesis, which has been said to increase in <span class=""disease"" id=""24599027-1-82-95"">heart failure</span> as a result of increased production in the left ventricular (LV) myocardium."	24599027.0	2015.0
Heart failure	C0018801	PRKAG2	51422	0.11	GeneticVariation		BEFREE	"Identification of a novel de novo mutation associated with <span class=""gene"" id=""23741347-0-59-65"">PRKAG2</span> cardiac syndrome and early onset of <span class=""disease"" id=""23741347-0-102-115"">heart failure</span>."	23741347.0	2014.0
Heart failure	C0018801	S100B	6285	0.01	AlteredExpression		BEFREE	"Indeed, the possibility that <span class=""gene"" id=""19538970-3-29-33"">S100</span> proteins might contribute to heart and vascular diseases was first suggested by the discovery of distinctive patterns of <span class=""gene"" id=""19538970-3-155-159"">S100</span> expression in healthy and diseased hearts and vasculature from humans and animal <span class=""disease"" id=""19538970-3-241-254"">heart failure</span> (<span class=""disease"" id=""19538970-3-256-258"">HF</span>) models."	19538970.0	2009.0
Heart failure	C0018801	REN	5972	0.4	AlteredExpression		BEFREE	"The activity of the cardiac <span class=""gene"" id=""10619441-1-28-33"">renin</span>-angiotensin system is altered in human <span class=""disease"" id=""10619441-1-73-86"">heart failure</span>, but the regulatory mechanisms are unknown."	10619441.0	2000.0
Heart failure	C0018801	ACE	1636	0.6	AlteredExpression		BEFREE	"<span class=""gene"" id=""25869724-6-0-3"">ACE</span> and ACE2 expression at the mRNA and protein levels are significantly increased in the myocardium of patients with <span class=""disease"" id=""25869724-6-118-131"">heart failure</span>."	25869724.0	2016.0
Heart failure	C0018801	TGFB1	7040	0.02	Biomarker		LHGDN	TGF-beta1/bFGF and ET-1 have different roles in graft fibrosis in heart failure patients	16095497.0	2005.0
Heart failure	C0018801	ADM	133	0.24	Biomarker		RGD	"These results suggest that induction of the cardiac <span class=""gene"" id=""12623952-9-52-54"">AM</span> system, including the ligand, receptor, and amidating activity, may modulate pathophysiology during the transition from LVH to <span class=""disease"" id=""12623952-9-182-184"">HF</span> in this model."	12623952.0	2003.0
Heart failure	C0018801	CASP3	836	0.05	Biomarker		BEFREE	"Comparative gene expression profiling of freshly isolated undifferentiated <span class=""gene"" id=""25799225-4-75-80"">Sca-1</span> progenitor cells derived either from <span class=""disease"" id=""25799225-4-118-131"">heart failure</span> transgenic αMHC-CyclinT1/Gαq overexpressing mice or wildtype littermates revealed transcriptional variations."	25799225.0	2015.0
Heart failure	C0018801	TP53	7157	0.28	Biomarker		BEFREE	"Influence of <span class=""gene"" id=""20202977-0-13-16"">p53</span> in the transition of myotrophin-induced cardiac hypertrophy to <span class=""disease"" id=""20202977-0-80-93"">heart failure</span>."	20202977.0	2010.0
Heart failure	C0018801	APOE	348	0.01	Biomarker		BEFREE	"Smad1/5 is highly activated in ECs of atherosclerotic lesions in diseased human coronary arteries from patients with end-stage <span class=""disease"" id=""22550179-3-127-140"">heart failure</span> undergoing heart transplantation and from <span class=""gene"" id=""22550179-3-183-199"">apolipoprotein E</span>-deficient mice."	22550179.0	2012.0
Heart failure	C0018801	DPYS	1807	0.01	Biomarker		BEFREE	"These data suggest that expression of the genes encoding the cardiac <span class=""gene"" id=""1326001-10-69-72"">DHP</span> receptor and SR Ca(2+)-ATPase is reduced in the LV myocardium from patients with <span class=""disease"" id=""1326001-10-154-156"">HF</span>."	1326001.0	1992.0
Heart failure	C0018801	PIK3CA	5290	0.04	GeneticVariation		BEFREE	"Mice deficient in <span class=""gene"" id=""17404510-4-18-22"">PI3K</span>(<span class=""gene"" id=""17404510-4-23-32"">p110alpha</span>) displayed accelerated <span class=""disease"" id=""17404510-4-56-69"">heart failure</span> in response to dilated or hypertrophic cardiomyopathy."	17404510.0	2007.0
Heart failure	C0018801	CYP2D6	1565	0.03	GeneticVariation		BEFREE	"An investigation of <span class=""gene"" id=""24193112-0-20-26"">CYP2D6</span> genotype and response to metoprolol CR/XL during dose titration in patients with <span class=""disease"" id=""24193112-0-108-121"">heart failure</span>: a MERIT-HF substudy."	24193112.0	2014.0
Heart failure	C0018801	LGALS3	3958	0.26	Biomarker		BEFREE	"<span class=""gene"" id=""24789662-0-0-10"">Galectin-3</span>: a modifiable risk factor in <span class=""disease"" id=""24789662-0-40-53"">heart failure</span>."	24789662.0	2015.0
Heart failure	C0018801	SCD	6319	0.21	Biomarker		BEFREE	"During follow-up 11 patients died, two suffered <span class=""gene"" id=""26133158-6-48-51"">SCD</span> but were successfully shocked by ICD, and 21 were hospitalized for <span class=""disease"" id=""26133158-6-119-132"">heart failure</span>."	26133158.0	2016.0
Heart failure	C0018801	HDAC5	10014	0.02	AlteredExpression		BEFREE	"Nuclear effects of G-protein receptor kinase 5 on <span class=""gene"" id=""21768220-0-50-71"">histone deacetylase 5</span>-regulated gene transcription in <span class=""disease"" id=""21768220-0-104-117"">heart failure</span>."	21768220.0	2011.0
Heart failure	C0018801	LGALS3	3958	0.26	Biomarker		BEFREE	"<span class=""gene"" id=""23723328-1-0-10"">Galectin-3</span> is a new and promising biomarker for <span class=""disease"" id=""23723328-1-48-61"">heart failure</span> and myocardial fibrosis."	23723328.0	2015.0
Heart failure	C0018801	COL11A2	1302	0.01	Biomarker		BEFREE	"Together, these results demonstrate a role for <span class=""gene"" id=""15374823-11-47-51"">PARP</span> in the onset and progression of cardiac hypertrophy and suggest that some events related to cardiac hypertrophy growth and progression to <span class=""disease"" id=""15374823-11-190-203"">heart failure</span> are mediated by a <span class=""gene"" id=""15374823-11-222-226"">PARP</span>-dependent mechanism."	15374823.0	2005.0
Heart failure	C0018801	TP53	7157	0.28	GeneticVariation		BEFREE	"Mechanistically, loss of cardiomyocyte BRCA1 results in impaired DNA double-strand break repair and activated p53-mediated pro-apoptotic signalling culminating in increased cardiomyocyte apoptosis, whereas deletion of the <span class=""gene"" id=""22186889-4-222-225"">p53</span> gene rescues BRCA1-deficient mice from <span class=""disease"" id=""22186889-4-265-280"">cardiac failure</span>."	22186889.0	2012.0
